supplier name,supplier identifier,web site,description,account number,rating,address type,address line1,address line2,city,zip code,province region,us state,country/region,company phone type 1,company phone number 1,company phone extension 1,company phone notes 1,first names,Last Name,title,email,contact phone type 1,contact phone number 1,contact phone extension 1,contact phone type 2,contact phone number 2,contact phone extension 2,contact phone type 3,contact phone number 3,contact phone extension 3,creation date,modification date,Country of Origin
Pinnacle Architectural Lighting, , , , ,unrated, , , , , , , , ,main,303-322-5570, , , , , , , , , , , , , , , ,2017-03-17 08:40:11, ,USA
PLC MULTIPOINT,8304, , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:21:31,2018-11-01 09:19:10, 
Prolific Technology Inc., , , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2020-08-11 23:34:48, , 
PSL, , ,Do not use - use Pass & Seymour instead, ,disapproved, , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:05:56,2018-09-10 14:12:10,China
PUI Audio, , , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2016-11-17 18:09:16, , 
Pulse Electronics, , , , ,approved, , , , , , , , ,main,858 674 8100, , , , , , , , , , , , , , , ,2017-05-23 16:02:42, ,USA
Qualtek Electronics Corp, , , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2017-08-14 12:22:50, , 
RAF Electronic Hardware, , , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2018-10-09 09:41:23, , 
RECOM, ,www.recom-power.com, , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2019-06-28 00:59:37, , 
RFE International, , , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2015-10-28 00:02:02, , 
Rocom Electric Company Ltd,10937, , , ,approved, , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 07:28:23,2018-02-07 07:54:57,China
ROHM SEMI, , , , ,approved, , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:25:20,2016-12-07 11:13:15, 
RONGFENG, , , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2018-02-27 19:46:32, , 
RONYO, , , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:34:34,2018-09-03 18:07:35, 
ROYAL, , ,Use ROYAL PARTS, ,disapproved, , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:07:53,2019-11-06 18:42:15, 
ROYAL PARS, , , , ,disapproved, , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:33:14,2019-11-06 18:43:15, 
ROYAL PARTS, , , , ,approved, , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:05:54,2019-11-06 18:41:48, 
RS Pro, , , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2019-03-25 13:05:13, , 
Sager Power System, ,https://www.sager.com, , ,approved, , , , , , , , ,fax,(508) 947-0869, , , , , , , , , , , , , , , ,2017-05-25 10:32:07, , 
Samsung (CIGT series),Fixed inductor, , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2019-04-12 11:50:59, , 
Samsung (CIM05),ferrite bead, , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2019-04-12 12:19:13, , 
SAMTEC, , , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:21:31,2015-06-23 11:11:15, 
San Wen, , , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2015-03-01 14:11:00, ,China
Schurter, , , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2019-01-03 08:10:39, , 
SENBA, , , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2020-05-29 01:35:20, , 
SET FUSE, , , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2020-09-08 02:01:29, , 
Shang Hai Zhou Dang, , , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2017-03-01 22:10:44, ,China
Shanghai Bao-jia, , , , ,approved, , , , , , , , , , , , , , , , , , , , , , , , , ,2017-02-21 07:58:56, ,China
Shanghai Legrand Electric Company Ltd., , , , ,approved, , , , , , , , ,main,+86 (011) 86214193610, , , , , , , , , , , , , , , ,2015-02-11 07:28:23,2017-03-22 09:54:04,China
SHANGHAIZHIJIA, , , , ,approved, , , , , , , , , , , , , , , , , , , , , , , , , ,2018-05-24 13:18:56, ,China
Shenzhen TRONY Solar Science & Technology Development, , , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2017-09-28 22:36:52, ,China
Shenzhen Yezhan Electronics, , , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2019-08-22 00:48:30, ,China
SHIN DIT ENTERPRIES, , , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2015-08-18 19:05:08, ,Taiwan
SHURTAPE, , , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2020-01-23 16:42:54, , 
SiTIME, , , , ,unrated, , , , , , , , ,fax,1 (408) 328-4439, , , , , , , , , , , , , , , ,2018-08-24 09:39:49, , 
SL PWOER ELECTRONICS, , , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2019-06-05 22:38:47, , 
SMK Mexicana S.R.L. de C.V.,31413, , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2016-09-01 09:51:03, ,Mexico
Soberton Inc,Acoustic Product,www.soberton.com, , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2019-04-12 10:59:49, , 
SOLTEAM, , , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2015-04-02 20:55:40, ,Taiwan
Sonttian,SONT,http://www.sont.cc/, , ,approved, , , , , , , , ,fax,0755-83213666, , , , , , , , , , , , , , , ,2017-10-02 14:55:52, ,China
Stanley Electric Co, ,https://www.stanley-components.com/en/, , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2019-05-09 09:40:41, , 
Streakwave,26770, , , ,approved, , , , , , , , , , , , , , , , , , , , , , , , , ,2019-06-24 10:33:27, , 
SUN FUSE, , , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2020-05-21 01:00:29, , 
SUNLORD, , , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2020-04-14 19:08:17, ,China
Supplier Testing,00001, ,Supplier Creation Test, ,approved,main,1234 St, ,Carlsbad, , ,CALIFORNIA,United States,main,1234567890, , , , , , , , , , , , , , , ,2023-08-14 11:03:17,2023-08-15 14:42:25,USA
SURGING, , , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2020-09-08 01:57:42, , 
SUZHOU SAIXUN, ,www.szsaixun.com, , ,unrated, , , , , , , , ,main,860512-63636028, , , , , , , , , , , , , , , ,2019-09-17 20:06:25, ,China
Suzhou Seven Electronic Technology, , , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2019-09-11 00:24:01,2020-08-06 20:15:43,China
SYLVANIA, , , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:34:27,2019-09-17 13:58:19, 
TAG-CONNECT, ,http://www.tag-connect.com, , ,unrated, , , , , , , , ,main,1 877-244-4156, , , , , , , , , , , , , , , ,2017-02-09 11:36:43, , 
TAITIEN, ,WWW.TAITIEN.COM, , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2018-03-07 21:14:19, , 
TDK, , , , ,approved, , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:06:02,2017-10-23 15:32:17, 
TDK (5%) (GENERAL C SERIES), , ,Use main TDK supplier, ,disapproved, , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:30:05,2017-10-23 15:26:42, 
TDK (C SERIES), , ,Use main TDK supplier, ,disapproved, , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:31:25,2017-10-23 15:26:52, 
TDK (GENERAL C SERIES), , ,Use main TDK supplier, ,disapproved, , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:06:02,2017-10-23 15:27:02, 
TDK (GENERAL C SERIES0, , ,Use main TDK supplier, ,disapproved, , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:31:27,2017-10-23 15:27:11, 
TDK (GENERAL C SRIES), , ,Use main TDK supplier, ,disapproved, , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:31:30,2017-10-23 15:27:21, 
TDK (GENERAL SERIES), , ,Use main TDK supplier, ,disapproved, , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:29:46,2017-10-23 15:27:30, 
TDK (MID VOLTAGE C SERIES), , ,Use main TDK supplier, ,disapproved, , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:07:52,2017-10-23 15:27:40, 
TDK (MLZ Series),Fixed inductor, , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2019-04-12 12:10:56, , 
TDK 9GENERAL C SERIES), , ,Use main TDK supplier, ,disapproved, , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:31:41,2017-10-23 15:27:55, 
TDK( GENERAL C SERIES), , ,Use main TDK supplier, ,disapproved, , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:30:06,2017-10-23 15:28:04, 
TE Connectivity, ,te.com, , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2017-08-15 12:36:00, , 
TEAPO ELECTRONICS, , , , ,unrated, , , , , , , , ,fax,+86-769-8791-4770, , , , , , , , , , , , , , , ,2017-08-09 19:43:55, , 
Thomas & Betts, , , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:07:43,2019-06-17 15:00:56, 
TORCH, , , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2020-08-19 00:30:24, , 
TOREX, ,https://www.torex-europe.com/, , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2018-04-03 01:35:36, , 
TOSHIBA,Discrete Semiconductor Products, , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2019-04-11 21:25:58, , 
TOSHIBA, , , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2019-04-11 21:31:28, , 
TOSHIBA,Discrete Semiconductor Products, , , ,approved, , , , , , , , , , , , , , , , , , , , , , , , , ,2019-04-11 21:39:51, , 
TOSHIBA,Discrete Semiconductor Products, , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2019-04-11 21:42:22, , 
TOSHIBA (74VHC series),IC logic multivibrator, , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2019-04-16 10:11:13, , 
TOYO LED Electronics Limited, ,https://www.toyo-led.com/en/, , ,unrated, , , , , , , , ,main,+852 2540 7288, , , , , , , , , , , , , , , ,2019-07-16 20:53:37, , 
TR Formac, , , , ,approved, , , , , , , , , , , , , , , , , , , , , , , , , ,2017-02-21 15:23:49, ,China
TRIDIUM,16092, , , ,approved, , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:05:53,2019-07-25 13:59:47, 
TRISTAR, , ,Use Tristar Manufacturing, ,disapproved, , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:28:13,2020-01-24 12:38:37, 
TRISTAR MANUFACTURING,27368, , , ,approved, , , , , , , , , , , , , , , , , , , , , , , , , ,2017-09-21 07:21:49,2019-03-28 15:42:49,USA
UCHIHASHI ESTEC, ,WWW.UCHIHASHI.CO.JP/ENGLISH/, , ,unrated, , , , , , , , ,fax,0669626668, , , , , , , , , , , , , , , ,2018-03-09 18:25:55, , 
UNI-ROYAL, , , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2020-06-08 23:46:26, , 
Vantage Controls,Vantage,www.vantagecontrols.com, , ,approved, , , , , , , , ,fax,8012240355, , , , , , , , , , , , , , , ,2015-02-23 11:23:07,2015-03-04 19:21:21,USA
VENKEL, ,www.venkel.com, , ,unrated, , , , , , , , ,main,512.794.0081, , , , , , , , , , , , , , , ,2018-01-09 18:36:10, , 
Visual Communication Company, ,https://vcclite.com, , ,unrated, , , , , , , , ,main,1.800.522.5546, , , , , , , , , , , , , , , ,2017-05-23 11:53:54, , 
Walsin Technology Corporation, , , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2019-07-16 23:12:00, , 
Watt Stopper Inc,Orem, ,Don't use this account for Wattstopper production., ,disapproved, , , , , , , , ,fax,8012240355, , , , , , , , , , , , , , , ,2015-02-11 07:28:23,2017-04-05 12:42:32,USA
Will Semiconductor, , , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2020-03-25 22:27:54, , 
Wilson Electronics, , , , ,approved, , , , , , , , , , , , , , , , , , , , , , , , , ,2017-02-08 08:29:34, , 
worldwalk, , , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2020-08-10 23:49:44, , 
WTL International Limited, ,www.wtlcrystals.com, , ,unrated, , , , , , , , ,fax,86-755-8267 9302, , , , , , , , , , , , , , , ,2018-01-18 18:11:38, , 
Wurth Elektronik,Discrete Semiconductor Products,www.we-online.com, , ,unrated, , , , , , , , ,main,49079429450, , , , , , , , , , , , , , , ,2019-04-27 17:29:58, , 
XIAMEN SET, ,WWW.SETFUSE.COM, , ,unrated, , , , , , , , ,fax,865925715839, , , , , , , , , , , , , , , ,2018-03-09 18:17:17, ,China
XMULTIPLE,CONNECTORS,http://www.xmultiple.com, , ,unrated, , , , , , , , ,fax,18055797800, , , , , , , , , , , , , , , ,2019-04-27 15:33:18, ,USA
YAGEO, , , , ,approved, , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:05:54,2016-05-17 11:20:38, 
YAGEO (BZ SPECIAL), , ,Use main Yageo supplier, ,disapproved, , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:31:25,2017-10-23 15:24:48, 
YAGEO (CC SERIES), , ,Use main Yageo supplier, ,disapproved, , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:21:34,2017-10-23 15:25:14, 
YAGEO (CCSERIES), , ,Use main Yageo supplier, ,disapproved, , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:28:34,2017-10-23 15:25:38, 
YAGEO (X5R SERIES), , ,Use main Yageo supplier, ,disapproved, , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:23:58,2017-10-23 15:25:58, 
Yageo-RC Series, , , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2019-03-13 19:00:36, , 
Yangjie, , , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2020-06-30 02:18:51, , 
YMIN, , , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2020-07-31 02:00:36, , 
YUE XIAN, , , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2018-09-16 23:50:27, ,China
YUYING, , , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2019-09-17 18:30:42, ,China
Z-Tronix,11412, , , ,approved,main,6327 Alondra Blvd, ,Paramount,90723, ,CALIFORNIA,United States,main,(562) 808-0800, , , , , , , , , , , , , , , ,2019-08-19 09:24:24,2019-08-20 10:42:31,USA
ZOWIE, , , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2016-08-07 23:46:44, , 
